feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,class
0.727355,0.389253,0.374942,0.695306,0.375127,0.407021,0.819058,0.266619,0.455509,0.857533,0.257844,0.473774,0.833908,0.226506,0.459762,0.794554,0.234863,0.509117,0.721450,0.407536,0.280635,0.717357,0.386072,0.358086,0.760914,0.309555,0.476938,0.680848,0.415743,0.506176,0.658277,0.398856,0.340245,0.547212,0.513574,0.327479,0.629138,0.464857,0.475172,0.611773,0.460996,0.560394,0.590624,0.475087,0.647254,0.717340,0.159539,0.857967,0.732071,0.389292,0.499127,0.323481,0.406973,0.584586,0.516643,0.168424,0.813123,0.728813,0.341646,0.563119,0.340093,0.649046,0.269951,0.731877,0.427476,0.374797,0.505580,0.524387,0.500670,0.794608,0.176262,0.602331,0.876416,0.110344,0.839066,0.848725,0.291530,0.506929,0.830465,0.295837,0.674611,0.885975,0.195046,0.532654,0.743610,0.364939,0.608020,0.446940,0.333452,0.388320,0.697654,0.479477,0.470472,0.571604,0.317577,0.612853,0.507627,0.460495,0.414971,0.525649,0.463888,0.491956,0.504094,0.434690,0.464701,0.547681,0.400370,0.469279,0.268864,0.489449,0.654594,0.301194,0.564801,0.499964,0.191345,0.545669,0.653930,1
0.696837,0.439292,0.379774,0.801037,0.337088,0.333327,0.731347,0.391514,0.322471,0.728091,0.424399,0.383293,0.660475,0.487876,0.339607,0.549119,0.588659,0.418376,0.772268,0.384540,0.295486,0.730845,0.405336,0.363173,0.631245,0.515788,0.352181,0.471759,0.739332,0.362686,0.702309,0.384700,0.338882,0.629980,0.444105,0.404078,0.615763,0.507424,0.421443,0.532615,0.588988,0.421145,0.451096,0.707133,0.392876,0.751138,0.135241,0.806743,0.418224,0.770571,0.360248,0.360963,0.508113,0.661119,0.565000,0.408310,0.755694,0.419905,0.676060,0.329324,0.205532,0.738030,0.317687,0.688704,0.493277,0.457371,0.341302,0.760258,0.444988,0.795841,0.272312,0.421535,0.694237,0.362055,0.673134,0.781750,0.385152,0.449916,0.737275,0.408216,0.617768,0.741225,0.401037,0.433996,0.669404,0.390253,0.725400,0.505349,0.358102,0.637198,0.614914,0.567109,0.455892,0.734151,0.347045,0.479414,0.691022,0.297890,0.449532,0.617273,0.384249,0.537177,0.471919,0.534229,0.386928,0.406987,0.549104,0.439649,0.374835,0.623507,0.454646,0.470844,0.519650,0.392383,0.256184,0.754541,0.418927,1
0.716838,0.376818,0.468292,0.763725,0.377337,0.345389,0.758047,0.335270,0.420626,0.794284,0.323685,0.474357,0.794149,0.275422,0.482284,0.741893,0.312153,0.515752,0.701344,0.395544,0.417349,0.678989,0.385678,0.478347,0.695108,0.403735,0.446162,0.617063,0.507174,0.505432,0.583926,0.391460,0.516826,0.544935,0.461094,0.500679,0.571194,0.510758,0.494969,0.531413,0.561233,0.480588,0.524214,0.552829,0.611911,0.661530,0.242099,0.829582,0.754618,0.307665,0.656279,0.399557,0.312904,0.561935,0.528488,0.264207,0.674348,0.581263,0.383420,0.745694,0.395691,0.613590,0.436675,0.673421,0.369414,0.724302,0.530840,0.483326,0.596107,0.798049,0.199080,0.577928,0.916106,0.174909,0.719355,0.840646,0.320152,0.497970,0.825605,0.326539,0.675952,0.884663,0.199733,0.544480,0.736911,0.370751,0.669185,0.596360,0.263676,0.736409,0.621289,0.450295,0.668636,0.422102,0.289189,0.760210,0.458943,0.380745,0.598029,0.533788,0.389601,0.610955,0.555003,0.379540,0.504927,0.547138,0.426516,0.471841,0.226383,0.482532,0.623147,0.315173,0.470039,0.634368,0.255927,0.535721,0.627430,1
0.842925,0.165103,0.665004,0.937950,0.119647,0.569027,0.906917,0.094677,0.656461,0.908734,0.111709,0.701824,0.806640,0.200566,0.572888,0.677420,0.372661,0.540156,0.887161,0.204413,0.482583,0.870613,0.167895,0.655818,0.752619,0.285495,0.546096,0.588779,0.561669,0.459412,0.823754,0.232797,0.419638,0.698038,0.330661,0.481298,0.725851,0.343846,0.591816,0.656649,0.414798,0.592932,0.560873,0.538792,0.571893,0.709180,0.165799,0.878888,0.485129,0.638422,0.373065,0.289380,0.716334,0.480521,0.510408,0.312628,0.876749,0.691779,0.340606,0.626238,0.371194,0.619362,0.525937,0.865109,0.119883,0.898618,0.447649,0.589395,0.557988,1.000000,0.047560,0.636168,0.889426,0.111959,0.903755,0.916914,0.173881,0.641007,0.789368,0.345920,0.695338,0.837811,0.223540,0.583378,0.768065,0.280477,0.826162,0.537992,0.240312,0.905219,0.706026,0.477579,0.495297,0.724577,0.457844,0.339192,0.760904,0.118982,0.554099,0.712312,0.154192,0.738976,0.603696,0.288917,0.550973,0.488364,0.430814,0.490335,0.415404,0.628644,0.409240,0.585291,0.350976,0.399333,0.393571,0.554341,0.511997,1
0.762828,0.304655,0.497486,0.848654,0.254457,0.426457,0.821673,0.246193,0.473231,0.826939,0.240654,0.550983,0.756998,0.276668,0.494293,0.659859,0.361778,0.554547,0.852673,0.260745,0.392353,0.865573,0.214203,0.581320,0.736149,0.305780,0.518092,0.592102,0.511006,0.505745,0.791509,0.270247,0.403501,0.659036,0.391805,0.412683,0.679641,0.418262,0.481279,0.667432,0.396407,0.613357,0.595019,0.467004,0.673695,0.677820,0.191276,0.849274,0.577137,0.510915,0.562863,0.368905,0.561124,0.691157,0.498668,0.411815,0.764272,0.641220,0.341242,0.704793,0.335597,0.646906,0.401244,0.874500,0.087632,0.931103,0.463628,0.506549,0.602649,0.907980,0.094571,0.799864,0.809642,0.161067,0.931600,0.835520,0.295713,0.525055,0.771428,0.327524,0.732175,0.786454,0.300389,0.513523,0.540307,0.595398,0.434467,0.390756,0.444427,0.469571,0.618961,0.423442,0.690941,0.548026,0.499340,0.467220,0.641128,0.242361,0.554721,0.677921,0.185413,0.732415,0.563913,0.296206,0.593296,0.467798,0.489980,0.438594,0.265826,0.661657,0.523563,0.441466,0.459199,0.469515,0.272440,0.742991,0.390553,1
0.757139,0.369463,0.404639,0.755112,0.322989,0.454045,0.788071,0.297793,0.465859,0.811088,0.314317,0.467726,0.813740,0.274194,0.434333,0.781403,0.274894,0.488602,0.669628,0.455744,0.307118,0.730933,0.371847,0.417300,0.770425,0.352578,0.390053,0.743329,0.377811,0.482512,0.616997,0.393699,0.443745,0.584827,0.474198,0.390194,0.641041,0.480400,0.406211,0.676019,0.443399,0.484249,0.670530,0.449887,0.539345,0.756700,0.140381,0.831527,0.707351,0.354443,0.583125,0.468480,0.179149,0.736097,0.714079,0.212343,0.565845,0.540044,0.548840,0.420809,0.491312,0.531319,0.483809,0.588382,0.574518,0.471136,0.677551,0.302685,0.618451,0.756753,0.202111,0.607429,0.888851,0.124058,0.849554,0.824863,0.329956,0.493255,0.868941,0.300829,0.644134,0.898148,0.186607,0.539994,0.679136,0.396480,0.677412,0.393561,0.485070,0.424208,0.715151,0.476123,0.472143,0.572028,0.195136,0.720665,0.582136,0.377188,0.449096,0.722681,0.357591,0.419157,0.773539,0.328079,0.292234,0.716668,0.358551,0.329675,0.339593,0.287547,0.754356,0.486129,0.378307,0.501352,0.577294,0.422327,0.445900,1
0.713576,0.332461,0.554848,0.761174,0.396596,0.313662,0.728273,0.345268,0.444678,0.735826,0.328146,0.553332,0.735983,0.317674,0.509143,0.671298,0.440577,0.441237,0.700304,0.436721,0.319694,0.712537,0.356802,0.534445,0.689525,0.380790,0.488824,0.608235,0.516698,0.494213,0.567948,0.494414,0.334961,0.531666,0.515625,0.387786,0.614860,0.476572,0.501267,0.574966,0.523410,0.471465,0.582732,0.467907,0.680975,0.672291,0.241840,0.809714,0.726277,0.292229,0.743454,0.333561,0.368621,0.677752,0.563227,0.345894,0.711350,0.647694,0.289436,0.828756,0.478966,0.468092,0.684653,0.700022,0.398223,0.592134,0.558641,0.358589,0.759246,0.534004,0.517853,0.445798,0.766455,0.337482,0.658493,0.800254,0.307947,0.572047,0.755649,0.333324,0.772630,0.780815,0.309462,0.535889,0.580744,0.541479,0.632550,0.679042,0.148256,0.959595,0.624038,0.502415,0.584329,0.478575,0.354235,0.683121,0.480481,0.377103,0.576434,0.609526,0.306957,0.635270,0.669081,0.239284,0.553594,0.660488,0.240339,0.625537,0.211517,0.502545,0.739014,0.331295,0.512818,0.563320,0.296575,0.597067,0.524222,1
0.719509,0.307144,0.579034,0.605774,0.486191,0.370429,0.686544,0.356143,0.453443,0.778923,0.256856,0.606653,0.741474,0.269024,0.557799,0.651324,0.389788,0.526962,0.707713,0.383635,0.437300,0.731469,0.305955,0.597997,0.683924,0.328077,0.577954,0.554245,0.547320,0.507751,0.655606,0.320582,0.483499,0.621898,0.356104,0.585399,0.636358,0.397443,0.649853,0.539983,0.501030,0.554922,0.526926,0.512582,0.671576,0.849814,0.141763,0.700944,0.576625,0.525188,0.455893,0.590507,0.278708,0.791467,0.718363,0.067567,0.924227,0.811300,0.220947,0.722809,0.252624,0.673718,0.282072,0.758253,0.313967,0.650761,0.466221,0.551915,0.536103,0.851404,0.086285,0.678438,0.958040,0.039097,0.917421,0.830677,0.252818,0.614976,0.861951,0.286024,0.693453,0.841229,0.200472,0.605601,0.714150,0.431131,0.556660,0.365746,0.403080,0.437852,0.737732,0.321630,0.755571,0.544174,0.310290,0.699303,0.523086,0.409435,0.506485,0.531958,0.405073,0.588597,0.522057,0.319530,0.623953,0.625095,0.157400,0.782427,0.310361,0.507560,0.679021,0.345651,0.572791,0.471058,0.183977,0.624673,0.520444,1
0.584439,0.490873,0.476236,0.630838,0.510822,0.243346,0.615987,0.476618,0.367163,0.566902,0.570981,0.350200,0.596198,0.555077,0.343685,0.600050,0.602668,0.301751,0.715514,0.355701,0.508306,0.605753,0.443687,0.487200,0.543087,0.571117,0.399737,0.533053,0.665987,0.388170,0.579260,0.393766,0.510713,0.475547,0.515628,0.475915,0.502754,0.561461,0.526521,0.412266,0.664655,0.457481,0.414439,0.671771,0.523945,0.543183,0.367810,0.697149,0.747288,0.375209,0.546879,0.480628,0.496075,0.754194,0.543830,0.354928,0.849808,0.480101,0.545953,0.547479,0.507484,0.479565,0.650426,0.743410,0.327864,0.682566,0.577539,0.447510,0.604761,0.322694,0.544083,0.332017,0.541555,0.590560,0.488326,0.529010,0.707604,0.230038,0.546458,0.751537,0.246732,0.570003,0.685217,0.233553,0.633596,0.584221,0.365268,0.502004,0.409474,0.737748,0.420782,0.765872,0.439929,0.640353,0.343932,0.577378,0.527135,0.433820,0.487450,0.440362,0.494314,0.589349,0.396102,0.479013,0.561069,0.464502,0.502549,0.459734,0.370141,0.584014,0.597155,0.314193,0.584514,0.514545,0.047778,0.778443,0.525367,1
0.627743,0.288467,0.742631,0.608842,0.410498,0.481728,0.676489,0.286654,0.652964,0.664931,0.296531,0.662095,0.710772,0.235595,0.657468,0.646155,0.368760,0.553870,0.643610,0.316598,0.694718,0.622941,0.318039,0.736383,0.667217,0.247558,0.785786,0.560848,0.475316,0.666768,0.514271,0.328534,0.697867,0.486722,0.387395,0.726290,0.527644,0.433253,0.747993,0.475776,0.494359,0.701947,0.475688,0.580351,0.652199,0.540279,0.273430,0.823471,0.686082,0.417958,0.487250,0.091842,0.599961,0.255376,0.380271,0.358805,0.580616,0.770931,0.289260,0.590422,0.330963,0.782848,0.269326,0.670570,0.393254,0.640133,0.426191,0.651126,0.444169,0.472274,0.584922,0.344570,0.626185,0.459812,0.642340,0.638195,0.421074,0.546910,0.637355,0.424540,0.707327,0.714246,0.322009,0.555550,0.667781,0.439377,0.676005,0.641235,0.313002,0.510558,0.665747,0.365372,0.683469,0.271082,0.543631,0.568101,0.338019,0.570801,0.524888,0.413262,0.580080,0.499383,0.358345,0.566044,0.459737,0.567459,0.459610,0.404002,0.089065,0.699683,0.535694,0.154771,0.708855,0.552866,0.010898,0.786454,0.514804,1
0.604930,0.434528,0.561142,0.669664,0.457953,0.374559,0.603959,0.455836,0.444905,0.594599,0.496212,0.457336,0.635122,0.474742,0.412815,0.668734,0.486899,0.363946,0.651775,0.407980,0.511175,0.582774,0.439665,0.556223,0.583261,0.492837,0.484247,0.554485,0.607568,0.420874,0.521015,0.444918,0.561268,0.442241,0.541668,0.534685,0.441788,0.614145,0.506965,0.431318,0.645188,0.482150,0.435527,0.664022,0.531650,0.647120,0.303985,0.756844,0.836480,0.410025,0.320623,0.793726,0.214551,0.884612,0.572689,0.475880,0.665960,0.710386,0.421276,0.569459,0.618460,0.445482,0.570995,0.690944,0.452268,0.596268,0.605072,0.442339,0.543291,0.559781,0.451284,0.656656,0.676654,0.545670,0.401436,0.572638,0.627091,0.343777,0.615963,0.638717,0.349582,0.629336,0.608033,0.301464,0.729526,0.488450,0.454631,0.707361,0.268388,0.651136,0.436665,0.641639,0.651758,0.447429,0.332026,0.753049,0.406824,0.573732,0.463795,0.415230,0.621315,0.443611,0.341411,0.711252,0.304741,0.392706,0.649164,0.314067,0.336357,0.423946,0.712965,0.281411,0.625941,0.518523,0.103275,0.798796,0.430101,1
0.633273,0.309046,0.722876,0.345013,0.669402,0.447648,0.517916,0.481275,0.506136,0.679087,0.307250,0.681508,0.729815,0.241274,0.639026,0.725931,0.276258,0.621432,0.303438,0.643978,0.501116,0.481092,0.486258,0.585174,0.674756,0.265794,0.746324,0.648707,0.379270,0.718825,0.410413,0.508280,0.564121,0.407110,0.495992,0.620874,0.491404,0.479108,0.685110,0.533690,0.404533,0.840846,0.559616,0.471975,0.767903,0.553573,0.464459,0.670657,0.698931,0.330115,0.650608,0.273332,0.366149,0.332893,0.531679,0.253942,0.791825,0.548281,0.485123,0.542827,0.603643,0.338991,0.711579,0.356805,0.755871,0.556776,0.629702,0.278581,0.816685,0.400628,0.553839,0.599878,0.598060,0.591542,0.439504,0.600071,0.498369,0.534500,0.628947,0.493909,0.647257,0.735075,0.350901,0.541354,0.813163,0.283923,0.764407,0.526162,0.349968,0.840498,0.750730,0.278212,0.751316,0.484911,0.294439,0.680347,0.411930,0.341945,0.679329,0.473654,0.337174,0.762999,0.450943,0.270459,0.744032,0.590542,0.160524,0.807670,0.246957,0.424065,0.612792,0.236000,0.433663,0.697332,0.151415,0.548171,0.724275,1
0.626197,0.527665,0.264257,0.666375,0.432331,0.297254,0.640506,0.449873,0.315363,0.665806,0.459806,0.370282,0.647079,0.497773,0.302939,0.608870,0.552146,0.316329,0.735623,0.374187,0.393118,0.643584,0.462636,0.318452,0.641393,0.547254,0.223030,0.575990,0.661200,0.224701,0.574582,0.458888,0.322084,0.568599,0.504972,0.338254,0.624571,0.517715,0.341525,0.624463,0.521300,0.382731,0.584999,0.567851,0.400545,0.435641,0.386537,0.697624,0.721708,0.380665,0.558911,0.383864,0.331803,0.641907,0.525609,0.259138,0.770711,0.538917,0.470042,0.524810,0.340700,0.641601,0.311373,0.684792,0.319440,0.618042,0.505798,0.568584,0.438430,0.492746,0.447358,0.414937,0.589296,0.453925,0.538965,0.673170,0.445657,0.435572,0.663616,0.374096,0.727517,0.729074,0.345299,0.508792,0.507146,0.571244,0.414674,0.456380,0.329293,0.524546,0.663955,0.404517,0.688699,0.473739,0.275369,0.756122,0.511389,0.434230,0.435492,0.645470,0.384230,0.466716,0.626260,0.352322,0.430982,0.653607,0.345225,0.464508,0.118384,0.549044,0.635279,0.272344,0.571876,0.513268,0.173246,0.568295,0.633025,1
0.074702,0.832035,0.596778,0.005845,0.856285,0.537290,0.000000,0.869535,0.452617,0.045007,0.843187,0.591056,0.059098,0.829031,0.681552,0.072792,0.841181,0.830321,0.064039,0.812253,0.527820,0.075742,0.820199,0.530548,0.084778,0.769583,0.772690,0.107959,0.791886,0.988545,0.045481,0.856137,0.495846,0.017459,0.895583,0.435025,0.034124,0.897525,0.478746,0.053804,0.839927,0.685752,0.078021,0.844926,0.850268,0.114866,0.796944,0.790607,0.206267,0.898215,0.503087,0.562518,0.446605,0.752493,0.778693,0.223362,0.786022,0.382796,0.654625,0.581071,0.164143,0.795530,0.584522,0.285276,0.836299,0.493775,0.143234,0.806587,0.655714,0.000000,0.901366,0.387594,0.000000,0.967972,0.674635,0.004854,0.977702,0.470472,0.063890,0.926026,0.565294,0.099212,0.880765,0.654940,0.109564,0.828711,0.893143,0.076120,0.934693,0.324436,0.264376,0.811603,0.521603,0.142451,0.707149,0.553240,0.044029,0.957442,0.352374,0.069955,0.879175,0.464913,0.000000,0.875704,0.439337,0.079638,0.949443,0.188019,0.112585,0.784421,0.468727,0.058442,0.960465,0.360789,0.121330,0.819719,0.430473,1
0.867460,0.197087,0.587779,0.766809,0.363234,0.309039,0.731457,0.388740,0.314807,0.716141,0.445491,0.320901,0.661883,0.527570,0.239522,0.509131,0.763597,0.137779,0.865241,0.280790,0.374492,0.789691,0.307862,0.429183,0.718120,0.410890,0.371087,0.527784,0.736583,0.204807,0.788088,0.291950,0.311764,0.809519,0.210689,0.568794,0.856728,0.211145,0.694797,0.654063,0.462581,0.447782,0.551653,0.610226,0.360171,0.694870,0.588581,0.259566,0.539010,0.601349,0.475317,0.503653,0.717173,0.359345,0.529807,0.603718,0.514604,0.610647,0.529294,0.403830,0.210773,0.674729,0.334489,0.709172,0.509309,0.358614,0.389173,0.790614,0.335592,0.613934,0.339694,0.324313,0.728738,0.324303,0.650152,0.726161,0.512232,0.293394,0.705402,0.645655,0.171137,0.669647,0.624847,0.195606,0.548103,0.623562,0.365283,0.192200,0.592027,0.250617,0.739873,0.524520,0.407318,1.000000,0.259019,0.360924,0.906872,0.126976,0.388970,0.789680,0.297694,0.426186,0.729672,0.325629,0.383403,0.571885,0.525475,0.289322,0.652495,0.535976,0.324556,0.825543,0.195757,0.350514,0.446395,0.755786,0.210537,1
0.815917,0.231377,0.551192,0.777366,0.353007,0.328617,0.820020,0.261212,0.468463,0.850750,0.230876,0.521806,0.896170,0.112992,0.567488,0.827276,0.205846,0.485531,0.754062,0.359379,0.385606,0.790346,0.304738,0.489577,0.861371,0.146779,0.615056,0.730474,0.401609,0.420434,0.660868,0.373098,0.378240,0.744748,0.264191,0.575053,0.813305,0.244690,0.666786,0.690228,0.377358,0.556800,0.684845,0.448426,0.503993,0.675310,0.188157,0.764391,0.782154,0.324080,0.546534,0.472884,0.252328,0.790232,0.498634,0.358402,0.772643,0.426657,0.730851,0.251680,0.569622,0.530081,0.427896,0.636892,0.521991,0.449787,0.678495,0.399146,0.453429,0.690967,0.402781,0.359378,0.774034,0.305241,0.647907,0.821493,0.324237,0.480442,0.827584,0.279798,0.726270,0.922806,0.120303,0.579811,0.706124,0.449325,0.476981,0.802741,0.059274,0.881332,0.604104,0.355968,0.809690,0.500371,0.350519,0.603848,0.661271,0.274855,0.491342,0.731217,0.311222,0.479339,0.723792,0.242659,0.484878,0.680766,0.297948,0.512985,0.205643,0.441862,0.699266,0.448911,0.381290,0.553536,0.392182,0.564519,0.464067,1
0.853490,0.230576,0.500428,0.836869,0.285236,0.337614,0.858329,0.229836,0.441883,0.882814,0.224389,0.489856,0.834064,0.260181,0.397568,0.742896,0.394939,0.323738,0.872819,0.273843,0.346029,0.846995,0.250296,0.464707,0.789332,0.323208,0.383523,0.655179,0.539270,0.302746,0.711110,0.397042,0.246927,0.666441,0.413208,0.367168,0.742280,0.372709,0.505327,0.631841,0.504297,0.381295,0.622952,0.493137,0.493106,0.715819,0.132490,0.845052,0.811092,0.270571,0.604206,0.445143,0.374896,0.501141,0.448002,0.385411,0.605628,0.727387,0.349646,0.546461,0.500739,0.556523,0.359211,0.752474,0.313830,0.573628,0.542163,0.511728,0.486857,0.578387,0.402713,0.548945,0.727274,0.298337,0.689985,0.815558,0.338401,0.458782,0.779787,0.317058,0.686834,0.814549,0.335447,0.396964,0.493321,0.648074,0.426774,0.633795,0.227958,0.640244,0.668797,0.482033,0.554472,0.614907,0.280383,0.651557,0.643920,0.257210,0.530342,0.704546,0.271608,0.556371,0.707170,0.258427,0.478336,0.652855,0.296365,0.543117,0.343924,0.490017,0.599268,0.479862,0.411739,0.500839,0.332137,0.609202,0.458549,1
